year,sex,age_band,icd_chapter_code,icd_chapter_name,place,deaths
2021,All people,85+,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-NHS hospitals,8
2021,All people,85+,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-local authority care homes,4189
2021,All people,85+,J00 to J99,Chapter 10 - Diseases of the respiratory system,Other communal establishments,48
2021,All people,85+,J00 to J99,Chapter 10 - Diseases of the respiratory system,Private homes,4390
2021,All people,85+,K00 to K93,Chapter 11 - Diseases of the digestive system,All places,7575
2021,All people,85+,K00 to K93,Chapter 11 - Diseases of the digestive system,Elsewhere,44
2021,All people,85+,K00 to K93,Chapter 11 - Diseases of the digestive system,Local authority care homes,43
2021,All people,85+,K00 to K93,Chapter 11 - Diseases of the digestive system,NHS hospices,20
2021,All people,85+,K00 to K93,Chapter 11 - Diseases of the digestive system,NHS hospitals,5779
2021,All people,85+,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-NHS hospices,118
2021,All people,85+,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-NHS hospitals,1
2021,All people,85+,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-local authority care homes,741
2021,All people,85+,K00 to K93,Chapter 11 - Diseases of the digestive system,Other communal establishments,18
2021,All people,85+,K00 to K93,Chapter 11 - Diseases of the digestive system,Private homes,811
2021,All people,85+,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,All places,1048
2021,All people,85+,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Elsewhere,5
2021,All people,85+,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Local authority care homes,14
2021,All people,85+,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,NHS hospices,2
2021,All people,85+,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,NHS hospitals,755
2021,All people,85+,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-NHS hospices,10
2021,All people,85+,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-NHS hospitals,1
2021,All people,85+,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-local authority care homes,170
2021,All people,85+,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Other communal establishments,0
2021,All people,85+,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Private homes,91
2021,All people,85+,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,All places,1498
2021,All people,85+,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Elsewhere,10
2021,All people,85+,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Local authority care homes,15
2021,All people,85+,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospices,3
2021,All people,85+,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospitals,862
2021,All people,85+,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospices,13
2021,All people,85+,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospitals,1
2021,All people,85+,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-local authority care homes,347
2021,All people,85+,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Other communal establishments,2
2021,All people,85+,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Private homes,245
2021,All people,85+,N00 to N99,Chapter 14 - Diseases of the genitourinary system,All places,4839
2021,All people,85+,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Elsewhere,33
2021,All people,85+,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Local authority care homes,76
2021,All people,85+,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospices,8
2021,All people,85+,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospitals,2553
2021,All people,85+,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospices,60
2021,All people,85+,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospitals,1
2021,All people,85+,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-local authority care homes,1087
2021,All people,85+,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Other communal establishments,17
2021,All people,85+,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Private homes,1004
2021,All people,85+,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",All places,0
2021,All people,85+,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Elsewhere,0
2021,All people,85+,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Local authority care homes,0
2021,All people,85+,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospices,0
2021,All people,85+,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospitals,0
2021,All people,85+,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospices,0
2021,All people,85+,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospitals,0
2021,All people,85+,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-local authority care homes,0
2021,All people,85+,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Other communal establishments,0
2021,All people,85+,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Private homes,0
2021,All people,85+,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,All places,0
2021,All people,85+,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Elsewhere,0
2021,All people,85+,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Local authority care homes,0
2021,All people,85+,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospices,0
2021,All people,85+,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospitals,0
2021,All people,85+,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospices,0
2021,All people,85+,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospitals,0
2021,All people,85+,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-local authority care homes,0
2021,All people,85+,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Other communal establishments,0
2021,All people,85+,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Private homes,0
2021,All people,85+,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",All places,85
2021,All people,85+,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Elsewhere,0
2021,All people,85+,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Local authority care homes,0
2021,All people,85+,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospices,0
2021,All people,85+,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospitals,57
2021,All people,85+,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospices,2
2021,All people,85+,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospitals,0
2021,All people,85+,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-local authority care homes,9
2021,All people,85+,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Other communal establishments,0
2021,All people,85+,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Private homes,17
2021,All people,85+,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",All places,13878
2021,All people,85+,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Elsewhere,190
2021,All people,85+,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Local authority care homes,449
2021,All people,85+,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospices,2
2021,All people,85+,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospitals,780
2021,All people,85+,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospices,41
2021,All people,85+,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospitals,2
2021,All people,85+,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-local authority care homes,7612
2021,All people,85+,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other communal establishments,102
2021,All people,85+,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Private homes,4700
2021,All people,85+,U00 to U85,Chapter 22 - Codes for special purposes,All places,25690
2021,All people,85+,U00 to U85,Chapter 22 - Codes for special purposes,Elsewhere,65
2021,All people,85+,U00 to U85,Chapter 22 - Codes for special purposes,Local authority care homes,649
2021,All people,85+,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospices,58
2021,All people,85+,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospitals,16085
2021,All people,85+,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospices,177
2021,All people,85+,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospitals,19
2021,All people,85+,U00 to U85,Chapter 22 - Codes for special purposes,Non-local authority care homes,7367
2021,All people,85+,U00 to U85,Chapter 22 - Codes for special purposes,Other communal establishments,84
2021,All people,85+,U00 to U85,Chapter 22 - Codes for special purposes,Private homes,1186
2021,All people,85+,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,All places,5535
2021,All people,85+,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Elsewhere,88
2021,All people,85+,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Local authority care homes,55
2021,All people,85+,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,NHS hospices,11
2021,All people,85+,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,NHS hospitals,4006
2021,All people,85+,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-NHS hospices,59
2021,All people,85+,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-NHS hospitals,2
2021,All people,85+,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-local authority care homes,783
2021,All people,85+,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Other communal establishments,12
2021,All people,85+,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Private homes,519
2021,Female,15-44,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,All places,61
2021,Female,15-44,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Elsewhere,5
2021,Female,15-44,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Local authority care homes,0
2021,Female,15-44,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,NHS hospices,0
2021,Female,15-44,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,NHS hospitals,46
2021,Female,15-44,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-NHS hospices,1
2021,Female,15-44,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-NHS hospitals,0
2021,Female,15-44,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-local authority care homes,0
2021,Female,15-44,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Other communal establishments,0
2021,Female,15-44,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Private homes,9
2021,Female,15-44,A00 to R99 U00 to Y89,All causes,All places,5986
2021,Female,15-44,A00 to R99 U00 to Y89,All causes,Elsewhere,628
2021,Female,15-44,A00 to R99 U00 to Y89,All causes,Local authority care homes,0
2021,Female,15-44,A00 to R99 U00 to Y89,All causes,NHS hospices,51
2021,Female,15-44,A00 to R99 U00 to Y89,All causes,NHS hospitals,2630
2021,Female,15-44,A00 to R99 U00 to Y89,All causes,Non-NHS hospices,410
2021,Female,15-44,A00 to R99 U00 to Y89,All causes,Non-NHS hospitals,13
2021,Female,15-44,A00 to R99 U00 to Y89,All causes,Non-local authority care homes,46
2021,Female,15-44,A00 to R99 U00 to Y89,All causes,Other communal establishments,33
2021,Female,15-44,A00 to R99 U00 to Y89,All causes,Private homes,2175
2021,Female,15-44,C00 to D48,Chapter 2 - Neoplasms,All places,1652
2021,Female,15-44,C00 to D48,Chapter 2 - Neoplasms,Elsewhere,82
2021,Female,15-44,C00 to D48,Chapter 2 - Neoplasms,Local authority care homes,0
2021,Female,15-44,C00 to D48,Chapter 2 - Neoplasms,NHS hospices,48
2021,Female,15-44,C00 to D48,Chapter 2 - Neoplasms,NHS hospitals,582
2021,Female,15-44,C00 to D48,Chapter 2 - Neoplasms,Non-NHS hospices,377
2021,Female,15-44,C00 to D48,Chapter 2 - Neoplasms,Non-NHS hospitals,8
2021,Female,15-44,C00 to D48,Chapter 2 - Neoplasms,Non-local authority care homes,16
2021,Female,15-44,C00 to D48,Chapter 2 - Neoplasms,Other communal establishments,6
2021,Female,15-44,C00 to D48,Chapter 2 - Neoplasms,Private homes,533
2021,Female,15-44,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,All places,43
