year,sex,age_band,icd_chapter_code,icd_chapter_name,place,deaths
2021,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other communal establishments,1
2021,All people,75-84,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Private homes,57
2021,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",All places,2595
2021,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Elsewhere,39
2021,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Local authority care homes,25
2021,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",NHS hospices,15
2021,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",NHS hospitals,1158
2021,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-NHS hospices,48
2021,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-NHS hospitals,0
2021,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-local authority care homes,509
2021,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Other communal establishments,7
2021,All people,75-84,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Private homes,794
2021,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,All places,10474
2021,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Elsewhere,49
2021,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Local authority care homes,331
2021,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,NHS hospices,3
2021,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,NHS hospitals,2845
2021,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-NHS hospices,68
2021,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-NHS hospitals,2
2021,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-local authority care homes,5409
2021,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Other communal establishments,67
2021,All people,75-84,F00 to F99,Chapter 5 - Mental and behavioural disorders,Private homes,1700
2021,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,All places,12059
2021,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Elsewhere,51
2021,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Local authority care homes,336
2021,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,NHS hospices,21
2021,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,NHS hospitals,3027
2021,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospices,180
2021,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospitals,7
2021,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-local authority care homes,5773
2021,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Other communal establishments,63
2021,All people,75-84,G00 to G99,Chapter 6 - Diseases of the nervous system,Private homes,2601
2021,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,All places,3
2021,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Elsewhere,0
2021,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Local authority care homes,0
2021,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,NHS hospices,0
2021,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,NHS hospitals,3
2021,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-NHS hospices,0
2021,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-NHS hospitals,0
2021,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-local authority care homes,0
2021,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Other communal establishments,0
2021,All people,75-84,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Private homes,0
2021,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,All places,9
2021,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Elsewhere,0
2021,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Local authority care homes,0
2021,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,NHS hospices,0
2021,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,NHS hospitals,6
2021,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-NHS hospices,0
2021,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-NHS hospitals,0
2021,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-local authority care homes,0
2021,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Other communal establishments,0
2021,All people,75-84,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Private homes,3
2021,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,All places,38804
2021,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Elsewhere,860
2021,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Local authority care homes,222
2021,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,NHS hospices,40
2021,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,NHS hospitals,19453
2021,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-NHS hospices,399
2021,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-NHS hospitals,12
2021,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-local authority care homes,3907
2021,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Other communal establishments,75
2021,All people,75-84,I00 to I99,Chapter 9 - Diseases of the circulatory system,Private homes,13836
2021,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,All places,17851
2021,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Elsewhere,163
2021,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Local authority care homes,84
2021,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,NHS hospices,32
2021,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,NHS hospitals,10896
2021,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-NHS hospices,239
2021,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-NHS hospitals,4
2021,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-local authority care homes,1658
2021,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Other communal establishments,23
2021,All people,75-84,J00 to J99,Chapter 10 - Diseases of the respiratory system,Private homes,4752
2021,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,All places,7128
2021,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Elsewhere,38
2021,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Local authority care homes,23
2021,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,NHS hospices,20
2021,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,NHS hospitals,5495
2021,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-NHS hospices,111
2021,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-NHS hospitals,5
2021,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Non-local authority care homes,418
2021,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Other communal establishments,3
2021,All people,75-84,K00 to K93,Chapter 11 - Diseases of the digestive system,Private homes,1015
2021,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,All places,600
2021,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Elsewhere,1
2021,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Local authority care homes,1
2021,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,NHS hospices,0
2021,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,NHS hospitals,496
2021,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-NHS hospices,5
2021,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-NHS hospitals,1
2021,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Non-local authority care homes,45
2021,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Other communal establishments,1
2021,All people,75-84,L00 to L99,Chapter 12 - Diseases of the skin and subcutaneous tissue,Private homes,50
2021,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,All places,1155
2021,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Elsewhere,6
2021,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Local authority care homes,7
2021,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospices,0
2021,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,NHS hospitals,800
2021,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospices,22
2021,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-NHS hospitals,1
2021,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Non-local authority care homes,124
2021,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Other communal establishments,2
2021,All people,75-84,M00 to M99,Chapter 13 - Diseases of the musculoskeletal system and connective tissue,Private homes,193
2021,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,All places,2332
2021,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Elsewhere,20
2021,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Local authority care homes,21
2021,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospices,1
2021,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,NHS hospitals,1538
2021,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospices,40
2021,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-NHS hospitals,1
2021,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Non-local authority care homes,260
2021,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Other communal establishments,6
2021,All people,75-84,N00 to N99,Chapter 14 - Diseases of the genitourinary system,Private homes,445
2021,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",All places,0
2021,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Elsewhere,0
2021,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Local authority care homes,0
2021,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospices,0
2021,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",NHS hospitals,0
2021,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospices,0
2021,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-NHS hospitals,0
2021,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Non-local authority care homes,0
2021,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Other communal establishments,0
2021,All people,75-84,O00 to O99,"Chapter 15 - Pregnancy, childbirth and the puerperium",Private homes,0
2021,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,All places,0
2021,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Elsewhere,0
2021,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Local authority care homes,0
2021,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospices,0
2021,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,NHS hospitals,0
2021,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospices,0
2021,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-NHS hospitals,0
2021,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Non-local authority care homes,0
2021,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Other communal establishments,0
2021,All people,75-84,P00 to P96,Chapter 16 - Certain conditions originating in the perinatal period,Private homes,0
2021,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",All places,120
2021,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Elsewhere,3
2021,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Local authority care homes,0
2021,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospices,0
2021,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",NHS hospitals,61
2021,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospices,5
2021,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-NHS hospitals,0
2021,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Non-local authority care homes,11
2021,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Other communal establishments,2
2021,All people,75-84,Q00 to Q99,"Chapter 17 - Congenital malformations, deformations and chromosomal abnormalities",Private homes,38
2021,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",All places,1171
2021,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Elsewhere,21
2021,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Local authority care homes,22
2021,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospices,0
2021,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NHS hospitals,107
2021,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospices,3
2021,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-NHS hospitals,0
2021,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Non-local authority care homes,511
2021,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other communal establishments,6
2021,All people,75-84,R00 to R99,"Chapter 18 - Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Private homes,501
2021,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,All places,19537
2021,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Elsewhere,56
2021,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Local authority care homes,198
2021,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospices,41
2021,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,NHS hospitals,15539
2021,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospices,130
2021,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Non-NHS hospitals,10
2021,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Non-local authority care homes,2469
2021,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Other communal establishments,53
2021,All people,75-84,U00 to U85,Chapter 22 - Codes for special purposes,Private homes,1041
2021,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,All places,3408
2021,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Elsewhere,141
2021,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Local authority care homes,12
2021,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,NHS hospices,8
2021,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,NHS hospitals,2480
2021,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-NHS hospices,30
2021,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-NHS hospitals,2
2021,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Non-local authority care homes,236
2021,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Other communal establishments,9
2021,All people,75-84,U509 V01 to Y89,Chapter 20 - External causes of morbidity and mortality,Private homes,490
2021,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,All places,2169
2021,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Elsewhere,8
2021,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Local authority care homes,15
2021,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,NHS hospices,1
2021,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,NHS hospitals,1847
2021,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-NHS hospices,17
2021,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-NHS hospitals,0
2021,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Non-local authority care homes,169
2021,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Other communal establishments,4
2021,All people,85+,A00 to B99,Chapter 1 - Certain infectious and parasitic diseases,Private homes,108
2021,All people,85+,A00 to R99 U00 to Y89,All causes,All places,225227
2021,All people,85+,A00 to R99 U00 to Y89,All causes,Elsewhere,2345
2021,All people,85+,A00 to R99 U00 to Y89,All causes,Local authority care homes,5114
2021,All people,85+,A00 to R99 U00 to Y89,All causes,NHS hospices,594
2021,All people,85+,A00 to R99 U00 to Y89,All causes,NHS hospitals,88364
2021,All people,85+,A00 to R99 U00 to Y89,All causes,Non-NHS hospices,4060
2021,All people,85+,A00 to R99 U00 to Y89,All causes,Non-NHS hospitals,84
2021,All people,85+,A00 to R99 U00 to Y89,All causes,Non-local authority care homes,72731
2021,All people,85+,A00 to R99 U00 to Y89,All causes,Other communal establishments,800
2021,All people,85+,A00 to R99 U00 to Y89,All causes,Private homes,51135
2021,All people,85+,C00 to D48,Chapter 2 - Neoplasms,All places,34356
2021,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Elsewhere,724
2021,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Local authority care homes,403
2021,All people,85+,C00 to D48,Chapter 2 - Neoplasms,NHS hospices,356
2021,All people,85+,C00 to D48,Chapter 2 - Neoplasms,NHS hospitals,9089
2021,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Non-NHS hospices,2434
2021,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Non-NHS hospitals,17
2021,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Non-local authority care homes,8070
2021,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Other communal establishments,111
2021,All people,85+,C00 to D48,Chapter 2 - Neoplasms,Private homes,13152
2021,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,All places,382
2021,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Elsewhere,3
2021,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Local authority care homes,8
2021,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,NHS hospices,2
2021,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,NHS hospitals,135
2021,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Non-NHS hospices,7
2021,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Non-NHS hospitals,0
2021,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Non-local authority care homes,104
2021,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other communal establishments,0
2021,All people,85+,D50 to D89,Chapter 3 - Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Private homes,123
2021,All people,85+,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",All places,3744
2021,All people,85+,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Elsewhere,45
2021,All people,85+,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Local authority care homes,94
2021,All people,85+,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",NHS hospices,11
2021,All people,85+,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",NHS hospitals,1007
2021,All people,85+,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-NHS hospices,50
2021,All people,85+,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-NHS hospitals,1
2021,All people,85+,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Non-local authority care homes,1355
2021,All people,85+,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Other communal establishments,13
2021,All people,85+,E00 to E90,"Chapter 4 - Endocrine, nutritional and metabolic diseases",Private homes,1168
2021,All people,85+,F00 to F99,Chapter 5 - Mental and behavioural disorders,All places,27891
2021,All people,85+,F00 to F99,Chapter 5 - Mental and behavioural disorders,Elsewhere,130
2021,All people,85+,F00 to F99,Chapter 5 - Mental and behavioural disorders,Local authority care homes,1230
2021,All people,85+,F00 to F99,Chapter 5 - Mental and behavioural disorders,NHS hospices,10
2021,All people,85+,F00 to F99,Chapter 5 - Mental and behavioural disorders,NHS hospitals,5659
2021,All people,85+,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-NHS hospices,135
2021,All people,85+,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-NHS hospitals,10
2021,All people,85+,F00 to F99,Chapter 5 - Mental and behavioural disorders,Non-local authority care homes,16178
2021,All people,85+,F00 to F99,Chapter 5 - Mental and behavioural disorders,Other communal establishments,151
2021,All people,85+,F00 to F99,Chapter 5 - Mental and behavioural disorders,Private homes,4388
2021,All people,85+,G00 to G99,Chapter 6 - Diseases of the nervous system,All places,18690
2021,All people,85+,G00 to G99,Chapter 6 - Diseases of the nervous system,Elsewhere,109
2021,All people,85+,G00 to G99,Chapter 6 - Diseases of the nervous system,Local authority care homes,861
2021,All people,85+,G00 to G99,Chapter 6 - Diseases of the nervous system,NHS hospices,18
2021,All people,85+,G00 to G99,Chapter 6 - Diseases of the nervous system,NHS hospitals,2798
2021,All people,85+,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospices,148
2021,All people,85+,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-NHS hospitals,5
2021,All people,85+,G00 to G99,Chapter 6 - Diseases of the nervous system,Non-local authority care homes,11037
2021,All people,85+,G00 to G99,Chapter 6 - Diseases of the nervous system,Other communal establishments,106
2021,All people,85+,G00 to G99,Chapter 6 - Diseases of the nervous system,Private homes,3608
2021,All people,85+,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,All places,7
2021,All people,85+,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Elsewhere,0
2021,All people,85+,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Local authority care homes,0
2021,All people,85+,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,NHS hospices,0
2021,All people,85+,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,NHS hospitals,4
2021,All people,85+,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-NHS hospices,0
2021,All people,85+,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-NHS hospitals,0
2021,All people,85+,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Non-local authority care homes,3
2021,All people,85+,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Other communal establishments,0
2021,All people,85+,H00 to H59,Chapter 7 - Diseases of the eye and adnexa,Private homes,0
2021,All people,85+,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,All places,4
2021,All people,85+,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Elsewhere,0
2021,All people,85+,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Local authority care homes,0
2021,All people,85+,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,NHS hospices,0
2021,All people,85+,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,NHS hospitals,1
2021,All people,85+,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-NHS hospices,0
2021,All people,85+,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-NHS hospitals,0
2021,All people,85+,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Non-local authority care homes,1
2021,All people,85+,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Other communal establishments,0
2021,All people,85+,H60 to H95,Chapter 8 - Diseases of the ear and mastoid process,Private homes,2
2021,All people,85+,I00 to I99,Chapter 9 - Diseases of the circulatory system,All places,54981
2021,All people,85+,I00 to I99,Chapter 9 - Diseases of the circulatory system,Elsewhere,734
2021,All people,85+,I00 to I99,Chapter 9 - Diseases of the circulatory system,Local authority care homes,927
2021,All people,85+,I00 to I99,Chapter 9 - Diseases of the circulatory system,NHS hospices,68
2021,All people,85+,I00 to I99,Chapter 9 - Diseases of the circulatory system,NHS hospitals,23363
2021,All people,85+,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-NHS hospices,609
2021,All people,85+,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-NHS hospitals,16
2021,All people,85+,I00 to I99,Chapter 9 - Diseases of the circulatory system,Non-local authority care homes,13509
2021,All people,85+,I00 to I99,Chapter 9 - Diseases of the circulatory system,Other communal establishments,132
2021,All people,85+,I00 to I99,Chapter 9 - Diseases of the circulatory system,Private homes,15623
2021,All people,85+,J00 to J99,Chapter 10 - Diseases of the respiratory system,All places,22855
2021,All people,85+,J00 to J99,Chapter 10 - Diseases of the respiratory system,Elsewhere,157
2021,All people,85+,J00 to J99,Chapter 10 - Diseases of the respiratory system,Local authority care homes,275
2021,All people,85+,J00 to J99,Chapter 10 - Diseases of the respiratory system,NHS hospices,24
2021,All people,85+,J00 to J99,Chapter 10 - Diseases of the respiratory system,NHS hospitals,13584
2021,All people,85+,J00 to J99,Chapter 10 - Diseases of the respiratory system,Non-NHS hospices,180
